Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
658,14395802,MichaelLee4366,"2025-11-25 05:38:32",0.12279,23,xinyanglee4366
659,15024984,Deltann,"2026-01-04 05:08:09",0.12280,31,deltann
660,15005574,leonard06,"2025-12-23 14:35:06",0.12280,5,leonard06
661,14711939,huyu123123,"2025-12-19 09:49:54",0.12280,18,huyu123123
662,14885153,"Ethan Prevuznak","2025-12-04 21:54:41",0.12283,2,ethanprevuznak
663,9971908,"Avi Gershon","2025-12-15 12:48:43",0.12284,9,gershonavi
664,14847085,MitaaaRz,"2025-11-28 11:02:57",0.12285,16,mitaaarz
665,14860179,"V Nithin Kumar #2","2025-11-29 18:39:59",0.12285,7,vnithinkumarv
666,14847095,"V Nithin Kumar","2025-11-30 06:02:18",0.12285,18,vnithinkumar
667,15036372,"Harshita Joshi","2025-12-29 19:57:17",0.12286,10,hashicy
668,14466079,Sudhansh26,"2025-12-22 12:41:52",0.12286,2,sudhansh26
669,14919797,"Akarapong Thammawong","2025-12-26 03:59:14",0.12286,3,akarapongthammawong
670,14841756,"Julia Gruzdeva","2025-11-26 10:45:44",0.12286,1,juliagruzdeva
671,14961990,zzzddd2025,"2025-12-13 15:09:26",0.12286,1,zzzddd2025
672,14798374,HearTKing,"2025-11-28 09:47:33",0.12287,18,heartking
673,14673888,ffrryy,"2025-12-30 12:15:44",0.12288,4,ffrryy
674,15067646,"amda ndamd","2026-01-08 02:09:30",0.12289,1,amdandamd
675,14728221,"julul pelz","2025-11-16 14:06:48",0.12289,3,jululpelz
676,14959425,"Mikhail Ustenko","2025-12-13 19:56:31",0.12290,9,mikhailustenko
677,14940824,Zethal,"2025-12-10 05:37:59",0.12292,10,zethal
678,14881328,USC20252010110733,"2025-12-16 09:14:58",0.12292,9,usc20252010110733
679,15059282,AltoSoftware,"2026-01-07 04:49:13",0.12292,2,altosoftware
680,14922314,"Dario MELLE","2025-12-08 14:59:54",0.12292,5,dariomelle
681,15052887,tudouzz,"2026-01-05 04:06:51",0.12292,3,tudouzz
682,14948852,Wentony,"2025-12-12 02:01:47",0.12292,1,wentony
683,14854999,"Jiankai Yuan","2025-11-28 10:53:35",0.12292,1,jiankaiyuan
684,14579815,kkkk555,"2025-12-17 13:26:39",0.12294,7,kkkk555
685,14781566,USC20234080421,"2025-12-11 00:54:21",0.12294,4,missen
686,15080697,"Deepika Mahabaleshwar","2026-01-11 23:23:18",0.12295,10,deepikamahabaleshwar
687,14610200,"Junaid Ahmad Noor","2025-11-22 09:42:19",0.12297,1,junaidahmad22
688,14975928,猿山椋平,"2025-12-16 04:43:08",0.12299,1,wosaru
689,14975927,"Saito Ayano","2025-12-16 04:46:24",0.12299,1,saitoayano
690,14978324,"Aurora #5","2025-12-16 15:29:04",0.12299,3,mengxin1
691,9212937,"Abhinav Anand22","2025-12-18 11:05:57",0.12300,9,abhinavanand22
692,14990423,"shourya chauhan","2025-12-21 07:33:02",0.12301,1,lethargiclion
693,14803994,"Fasil Rahman","2025-11-21 14:04:56",0.12301,1,fasilrahman14feb
694,14588444,"David Hsi","2025-11-18 20:41:02",0.12301,2,davidhsi
695,9886212,"Karim Elbana","2025-12-16 15:09:20",0.12301,2,karimelbana
696,15041961,"Ehsan Farazmand","2025-12-31 14:21:49",0.12301,1,ehsanfarazmand
697,15016195,"Fernando Arizmendi","2025-12-24 21:07:07",0.12302,3,ferariz
698,14793641,"Yuval Levental","2025-11-19 21:34:25",0.12302,1,yuvallevental
699,15044507,"dũng hà","2026-01-01 16:50:44",0.12303,1,vennyx14
700,3404178,"Rahul Bana","2025-12-16 02:34:38",0.12303,2,rahulbana
701,14786228,"Ahmed Sayed #3","2025-11-20 16:17:54",0.12303,1,ahmedsayed0007
702,14731913,Klasikçiler_ECONSBF25,"2025-12-12 11:07:52",0.12303,16,"dilekypc,evvalsevin,iremergen,safakmalko"
703,14834336,"LAKSHMI SOUNDARYA","2025-11-25 13:21:32",0.12303,7,lakshmi012345
704,14747569,RUIMINHUANG11,"2025-12-06 14:28:03",0.12306,7,ruiminhuang11
705,14897674,Berlin_light,"2025-12-04 19:22:16",0.12306,7,berlinlight
706,14986851,testingofpattern,"2025-12-17 17:51:22",0.12307,4,testingofpattern
707,14380314,"Isaac Gard","2025-12-08 19:34:31",0.12308,22,isaacggard
708,14814905,"Avinash Kumar #12","2025-11-23 08:16:13",0.12308,1,avnkumar251
709,15081948,"Christian #22","2026-01-11 15:41:34",0.12308,1,christiansperka
710,14769105,"David Schloesser","2025-11-17 22:41:16",0.12308,1,davidschloesser
711,14733878,Alexander_krp,"2025-12-16 15:08:56",0.12310,24,alexanderkrp
712,15020751,Jackohhh,"2025-12-25 11:44:58",0.12310,3,jackohhh
713,14955618,"Jianlin DengHuang","2025-12-19 07:05:57",0.12312,7,jianlindenghuang
714,14990514,commanderswain_,"2025-12-19 06:32:10",0.12314,1,commanderswain
715,14027549,a64461dda,"2025-11-20 22:23:52",0.12315,2,a64461dda
716,15059997,Soham_Deshpande_11,"2026-01-09 10:29:11",0.12315,1,sohamdeshpande11
717,15012604,mutoumutou,"2025-12-23 11:35:17",0.12316,5,mutoumutou
718,14773117,OSU-25-35555,"2025-11-19 05:16:51",0.12316,12,dhirrrk
719,14934953,zzzKBzzz,"2025-12-10 13:01:02",0.12316,6,zzzkbzzz
720,14831793,alireza4465,"2025-11-27 01:07:02",0.12316,10,alireza4465
721,14617509,"Landon Stallmann","2025-12-09 20:59:39",0.12317,6,landonstallmann
722,14933004,"Kara Chou","2025-12-26 02:11:05",0.12319,11,karaachou
723,14970750,usc20252010210827,"2025-12-17 09:12:09",0.12319,12,usc20252010210827
724,15041588,Terrence_174,"2026-01-01 15:19:24",0.12319,12,terrence174
725,14947081,WanYoungOH,"2026-01-13 06:58:07",0.12320,7,wanyoungoh
726,14731676,liangjianing,"2025-11-26 11:02:12",0.12321,11,liangjianing
727,14816737,Mahan1341,"2025-11-22 21:19:55",0.12321,2,mahan1341
728,13839504,"Davis #4","2025-12-13 00:10:58",0.12321,6,davis0178
729,14859131,eddywu7,"2025-12-03 04:24:39",0.12321,3,eddywu7
730,15031680,lumoszmy,"2025-12-28 11:59:01",0.12321,2,lumoszmy
731,15030371,"randimal herath","2025-12-30 04:32:04",0.12321,5,randimalherath
732,14976303,"tak fujishima","2026-01-09 08:08:37",0.12322,10,takfujishima
733,14840012,"JUN GU LG","2025-12-03 06:49:07",0.12323,1,jungulg
734,14786266,Linleihappy,"2025-11-25 03:47:22",0.12323,1,linleihappy
735,14731323,"Nvidia Nan Gu","2025-11-21 10:12:02",0.12324,3,nvidianangu
736,15002087,loveML：D,"2025-12-20 17:17:20",0.12325,4,lovemld
737,14864065,"JD Z","2025-12-08 09:55:45",0.12326,14,kjaghd810
738,14855537,"Alexander Huhn82","2025-12-01 23:37:00",0.12327,14,alexanderhuhn82
739,14662101,OSU-25-42304,"2025-11-18 03:10:08",0.12328,6,anthonykung
740,14809129,"bo hou","2025-11-30 21:31:21",0.12329,2,jsjhoubo
741,15072357,"Larion Erblat","2026-01-10 17:21:52",0.12330,2,larionerblat
742,14533419,USC20234080126,"2025-12-18 01:01:21",0.12330,15,usc20234080126
743,14958325,"Jeff Carswell","2025-12-15 20:09:52",0.12330,14,jeffcarswell
744,15029359,"Amirali Miri","2025-12-27 19:48:29",0.12331,1,amiralimiri
745,14950317,"Матвей Стрелков","2025-12-11 12:32:35",0.12332,1,deshp666
746,14686235,"Goeun Han","2025-11-18 16:14:18",0.12332,1,goreunhan
747,15004234,"Pablo Linares","2025-12-21 06:00:51",0.12333,1,pablolinares2706
748,14707161,"Dimitar Petrov","2025-12-10 01:47:07",0.12335,5,"dimitariipetrov,janaspirovska"
749,14985070,ValeriyPyTrees,"2025-12-18 12:34:01",0.12335,19,valeriypytrees
750,15077792,devrajsolankiii,"2026-01-10 07:58:10",0.12337,3,devrajsolankiii
751,14940395,"Wesley Huang","2025-12-10 13:42:44",0.12340,5,wesleyh827
752,15096738,"Dong Shutong Julia","2026-01-14 17:35:23",0.12340,4,dongshutongjulia
753,15053170,XiaoYiM,"2026-01-04 14:13:08",0.12340,6,xiaoyim
754,14336490,USC20234080225,"2025-12-11 03:21:15",0.12342,9,usc20234080225
755,14949478,"Nathan SCHNEERSOHN","2025-12-11 09:49:22",0.12344,4,nathanschneersohn2
756,14781313,"Seden Yilmazturk","2025-11-18 18:28:48",0.12344,6,sedenyilmazturk
757,14843381,"Hel Johansson","2025-12-10 13:10:09",0.12344,1,heljohansson
758,15003778,"Bartlomiej Nalepa","2025-12-21 22:52:03",0.12346,5,bartlomiejnalepa
759,15016892,"hari sreedeth","2025-12-25 07:56:41",0.12349,1,harisreedeth
760,14371693,"Aleksandran Pashina","2025-12-02 10:44:12",0.12349,2,aleksandranpashina
761,15069360,"Alen Issac Sam","2026-01-08 14:29:36",0.12349,2,alenissacsam
762,14975473,"Toshiya Shimada","2025-12-16 09:20:45",0.12350,7,shimadatoshiya
763,14578356,"Kaipeng Wang","2025-12-03 08:21:39",0.12350,2,kevinmercury
764,14969490,"Thanakrit Pongtanawannagon","2025-12-20 07:22:20",0.12351,11,thanakritp3b
765,14827005,"Naman Anand","2025-11-24 12:10:25",0.12352,1,namananand66
766,14830990,sebin518,"2025-12-03 13:10:15",0.12352,31,sebin518
767,14772451,sfhsjdjfkds,"2025-11-19 11:45:30",0.12354,11,sfhsjdjfkds
768,14939803,FiliOPIT,"2025-12-13 13:41:10",0.12354,5,filiopit
769,12602486,"Kamel Hawila","2026-01-06 17:17:28",0.12356,1,kamelhawila
770,15029374,"surya prakash #3","2026-01-04 08:57:04",0.12356,13,suryaprakashiitm
771,14796553,"Nilabh Pandey","2025-11-20 10:31:57",0.12356,1,pronilabh
772,14338847,"Federico Bianchi #2","2026-01-01 06:05:14",0.12357,17,federicobianchi2
773,14747780,XUSHANCHUAN,"2025-12-10 08:08:52",0.12358,8,xushanchuan
774,14707953,USC20252010110742,"2025-12-17 00:41:57",0.12360,4,usc20252010110742
775,14809417,"Umutcan Çetin","2025-11-22 10:14:55",0.12361,6,umutcanetin
776,15001521,"Yuki Ino","2026-01-11 13:09:49",0.12361,6,yukiino
777,14901982,"Alexis Penquerc'h","2025-12-05 16:23:31",0.12363,1,alexispenquerch
778,15032555,"Pradeep Sriramula","2025-12-30 03:54:47",0.12364,2,pradeep0245
779,14529394,"kazuaki abe","2025-12-03 14:25:32",0.12364,129,kazuakiabe
780,14796303,usc20234080407,"2025-12-03 07:51:07",0.12365,9,usc20234080407
781,14849791,tensai,"2025-11-28 08:28:52",0.12368,1,t3ns4i
782,14994772,usc20252010210763,"2025-12-19 09:15:59",0.12368,4,usc20252010210763
783,14300934,AliJaved03,"2025-11-19 04:41:15",0.12368,13,alijaved03
784,14853766,cccccccc12,"2025-11-28 16:10:49",0.12369,3,cccccccc12
785,14823836,chiy48308,"2025-11-24 05:57:47",0.12369,1,chiy48308
786,14886157,fuuuuu13,"2026-01-12 08:40:52",0.12369,8,fuuuuu13
787,14546890,"denis zaitsev","2026-01-15 03:10:22",0.12369,47,deniszaytseff
788,15041441,CODEWITHPRATIK,"2025-12-31 14:38:13",0.12370,1,codewithpratik
789,15007327,"Zhe Wang #3","2025-12-22 21:35:22",0.12371,12,zhewang111
790,14737260,"Amos Fang","2025-11-16 12:16:54",0.12371,1,ahmoss
791,14876656,bangbangbangbangbang,"2025-12-01 17:12:33",0.12373,2,bangbangbangbangbang
792,15026500,"Phong Hong rlr","2025-12-28 07:21:18",0.12374,8,phonghongrlr
793,15069137,"Milutin Raca","2026-01-10 10:05:26",0.12374,4,milutinraca
794,14491161,premmali79,"2025-12-29 11:08:17",0.12375,3,premmali79
795,15052652,BDA-Team,"2026-01-08 12:27:18",0.12377,20,"kelannn,mrliubq,pxfeng,wenyuemuzi,xiaohong777,zzbbgg"
796,14990685,"Син хао Ван","2025-12-22 09:28:44",0.12378,4,dghkdjg
797,14808629,ChengYyccc,"2025-12-06 10:24:47",0.12379,5,chengyyccc
798,14677116,"Olubimbola Oladimeji","2026-01-13 15:26:16",0.12379,5,olubimbolaoladimeji
799,14400137,iot_wenchin_ai,"2026-01-15 08:33:44",0.12379,123,iotwenchinai
800,14860823,"잘 합시다!","2025-12-03 10:38:30",0.12379,8,fatimagullfg9740
801,10805648,"CV Salim HAROUAT","2025-12-18 17:31:07",0.12380,13,cvsalimharouat
802,15012124,Zhe12491,"2025-12-22 22:28:44",0.12381,6,zhe12491
803,15028695,"Абакаров Джабраил","2026-01-02 18:35:12",0.12382,4,abakarovd
804,15037989,mktdev,"2025-12-30 11:08:39",0.12383,1,mktdev
805,11902678,"ᴀɴᴋᴜꜱʜ ɴᴀʀᴡᴀᴅᴇ","2025-11-27 16:55:52",0.12384,1,ankushnarwade
806,14815602,肖雨含,"2025-12-10 14:15:45",0.12384,5,xyh28495
807,14553517,HousePrices6155,"2025-11-22 04:03:13",0.12385,3,"atopos5827,linqiang6155,xbw0611,yanglt5975"
808,14788668,"GJR Guster (Guster)","2025-11-22 07:06:57",0.12385,11,gjrgusterguster
809,14612936,"Matt Thebeau","2025-12-12 22:58:44",0.12387,25,mattthebeau
810,14634606,翟刚123,"2025-11-17 14:33:01",0.12389,1,zhaigang
811,15053548,KhoaYang,"2026-01-04 11:07:40",0.12389,1,khoayang
812,14940269,"Shaoqi Pang","2025-12-10 03:34:48",0.12389,1,shaoqipang
813,14935006,"o2511058 o2511058","2026-01-13 08:32:56",0.12389,7,o2511058o2511058
814,14894914,Panchers_Team,"2025-12-06 12:33:26",0.12391,21,"bakhareva13,mazda01,srgblkn"
815,3714814,lliymaxep,"2025-12-14 21:24:54",0.12392,1,lliymaxep
816,14968948,GEPbl4,"2025-12-15 15:23:31",0.12393,1,gepbl4
817,14880492,"Khang 37- Đặng Hoàng","2025-12-24 04:58:09",0.12394,2,khang37nghong
818,14996576,"Shahi Sharma","2025-12-19 08:48:42",0.12394,1,shahisharma
819,14283075,"Muhammad Farooq #2","2025-12-22 09:15:54",0.12395,1,muhammadfarooq13
820,14780834,zwn123,"2025-11-19 06:33:03",0.12396,4,zwn123
821,15022544,MaxiF7,"2025-12-26 21:16:06",0.12396,5,maxif7
822,15038058,"Ömür Asilhan Teber","2026-01-13 02:31:32",0.12396,18,mrasilhanteber
823,14718402,"Danil Ezhov","2026-01-02 11:12:54",0.12396,5,danilezhov
824,15095246,kholikov,"2026-01-14 12:42:49",0.12397,1,kholikov
825,14862058,aisyser,"2025-11-30 15:05:57",0.12397,3,aisyser
826,14118304,"Saurabh Raj Varma","2026-01-13 07:58:26",0.12398,1,saurabhrajvarma
827,14988415,xiaojunchang486,"2025-12-18 03:39:24",0.12399,2,xiaojunchang486
828,14927180,rougenn,"2026-01-03 17:18:07",0.12399,6,rougenn
829,14565462,"FARES AISSAOUI","2025-12-10 12:10:55",0.12399,12,"faresls,medjdenabderahmane"
830,14875093,danielb1102,"2025-12-01 18:01:11",0.12400,6,danielb1102
831,14981256,USC20252010110712,"2025-12-17 04:25:23",0.12400,3,usc20252010110712
832,14977237,zzhanddr,"2025-12-19 10:53:36",0.12402,10,zzhanddr
833,14362059,USC20220440219,"2025-12-19 21:08:52",0.12403,9,usc20220440219
834,14272461,"Shail Mathew Shaji","2025-12-27 13:43:39",0.12406,1,shailmathewshaji
835,14831977,"Claucio Jose  Oliveira","2025-11-25 05:21:19",0.12406,7,clauciojoseoliveira
836,15050686,"David WANG","2026-01-06 13:23:32",0.12408,5,davidqrwang
837,14828000,"Nafisa Haque","2025-11-25 09:54:25",0.12408,2,nafisayy
838,2270888,suishanbai,"2026-01-06 05:49:25",0.12410,10,suishanbai
839,14710978,"Ilya Bezrukov","2026-01-10 21:21:57",0.12411,2,ilyaplunk
840,15044636,"Duyy #2","2026-01-01 14:17:52",0.12411,3,duyyyyy
841,14792971,xcheex,"2025-11-26 21:02:03",0.12412,2,xcheex
842,15094234,"Lan Nguyễn #2","2026-01-14 19:38:37",0.12414,2,lanterrra
843,14883737,"Alex Jin","2026-01-09 17:43:21",0.12416,1,alexjin02
844,14948835,"Abhishek Mudaliyar","2025-12-11 08:38:44",0.12416,4,abhishekmudaliyar
845,14228025,"Nurbek Khalimjonov","2026-01-08 13:24:32",0.12417,1,nurbekkhalimjonov
846,15094892,"Arthur #15","2026-01-14 12:03:36",0.12417,2,accattone
847,15079918,"Kolaparthi Dinesh","2026-01-11 02:58:35",0.12417,10,kolaparthidinesh
848,14987880,"Jean-David Halimi","2025-12-18 07:35:42",0.12420,6,jeandavidhalimi
849,8638487,twinoa,"2025-12-05 02:40:59",0.12420,1,twinoa
850,14756510,fengcaixia,"2025-11-16 10:51:39",0.12421,1,fengcaixia
851,14949778,Monisha167,"2025-12-12 11:09:27",0.12423,14,monisha167
852,14838586,"ehsan kazemian","2025-12-08 03:28:21",0.12423,2,ehsankazemian
853,14933547,"Kenta Naruse","2025-12-22 15:29:30",0.12424,3,kentanaruse
854,14889563,"xiaojian deng","2025-12-08 12:47:50",0.12425,3,xiaojiandeng
855,14860110,"Joe Chen #3","2025-12-13 08:08:38",0.12425,6,analyticnewbie
856,15063139,dansuissa,"2026-01-06 21:43:59",0.12426,3,dansuissa
857,14967988,"Noé Cochet","2025-12-14 22:12:10",0.12426,4,nocochet
858,14652051,Wangyt0414,"2025-11-27 07:02:41",0.12427,6,wangyt0414
859,13503815,"Bahri DOĞRU","2025-11-25 18:33:52",0.12427,2,bahridgr
860,14828635,Maxsaro,"2025-11-26 01:53:30",0.12428,5,maxsaro
861,14581099,huangjingwen0326,"2025-12-11 08:55:58",0.12428,5,huangjingwen0326
862,14857145,t-kazushi,"2025-12-02 17:27:49",0.12429,12,tkazushi
863,14902932,"Кристина Погребняк","2025-12-05 14:53:38",0.12429,1,pogrebnyakkristina
864,15042444,Richard_951,"2025-12-31 18:37:38",0.12430,1,richard951
865,14717561,"Michael Moldawski","2025-11-27 17:19:58",0.12431,59,itmoldo1
866,14290530,"Hoott Ji","2025-11-27 11:49:23",0.12437,3,hoottji
867,14975568,luckyclare,"2026-01-15 09:26:13",0.12438,8,luckyclare
868,14988522,zy123465,"2025-12-18 03:01:42",0.12438,7,zy123465
869,14976752,USC20252010210838,"2025-12-18 04:20:11",0.12438,29,usc20252010210838
870,14901738,Jaachimthal,"2025-12-19 10:14:00",0.12439,6,jiangshuaibing
871,14735399,"Josh McDonnell","2025-11-17 23:37:44",0.12440,3,joshmcdonnell95
872,15054370,"Raman Asolekar","2026-01-05 17:12:42",0.12442,2,ramanasolekar
873,14975522,USC20252010210834,"2025-12-19 07:33:47",0.12443,34,usc20252010210834
874,14880292,"Lenn Liu","2025-12-02 08:28:46",0.12444,2,lennliu
875,14970859,USC20252010110724,"2025-12-17 07:45:49",0.12445,4,usc20252010110724
876,14977833,charace,"2025-12-17 07:38:24",0.12445,1,charace
877,14894315,"Mike #27","2025-12-04 11:32:27",0.12446,3,mike8305
878,14726703,"SHIVAM GUPTA #2","2025-11-21 04:05:57",0.12446,2,shivamok
879,15063805,rrrnrrrn,"2026-01-07 04:49:17",0.12446,1,rrrnrrrn
880,14880376,amberrrruby,"2025-12-16 07:43:07",0.12449,1,amberrrruby
881,15007818,"Alyssa Jan","2026-01-13 17:22:54",0.12450,98,alyssajan
882,14713735,"Xiao yuan99","2025-11-19 11:19:22",0.12452,5,xiaoyuan99
883,14568565,"Sergey Lozhkin YEA","2025-12-01 17:24:06",0.12453,1,sergeylozhkinyea
884,14968759,"Nikita Gerasimov #2","2025-12-16 05:32:19",0.12453,4,ngerasimovvv
885,14845958,"sally Fec","2025-11-27 02:01:22",0.12454,2,sallyfec
886,14954918,"USC 20252010210781","2025-12-17 12:34:25",0.12454,9,skein36
887,13711267,Fuxinge7037,"2025-11-24 13:23:18",0.12457,14,"fuxinge,fuxinge7037"
888,14888854,"Chaitanya rastogi","2025-12-07 10:43:21",0.12458,1,chaitanyarastogi12
889,14858559,"Josefina M","2025-12-08 03:23:59",0.12459,2,josefinam
890,15054148,nnJunYamashita,"2026-01-11 03:57:04",0.12459,1,nnjunyamashita
891,12839558,Chandra1508,"2025-12-02 11:37:16",0.12459,8,chandra1508
892,14861628,DonkeyJamJam,"2025-11-30 00:09:21",0.12460,9,donkeyjamjam
893,13239450,Elmir,"2026-01-07 17:19:02",0.12461,20,obosrish
894,14684348,"UDAY GUNTURU","2025-11-21 19:37:42",0.12462,1,uday269
895,15011682,АННА,"2025-12-22 18:48:39",0.12462,3,annamagomedov
896,14975803,tikduan,"2025-12-24 03:08:43",0.12462,6,tikduan
897,15082461,"Adam 8en","2026-01-11 14:23:17",0.12462,4,adam8en
898,14977370,USC20252010210790,"2025-12-16 10:06:18",0.12464,1,usc20252010210790
899,14806375,Sakshitha,"2025-11-21 09:19:00",0.12465,1,sakshithasree
900,14371460,USC20234080309,"2025-12-19 14:33:16",0.12467,31,usc20234080309
901,14869106,"Yang Zhao #2","2025-11-30 20:30:42",0.12467,1,yangzhao0225
902,15085247,"Raoyue Action","2026-01-12 09:06:23",0.12467,1,raoyueaction
903,14536638,卿鱼Hello,"2025-12-04 03:38:17",0.12468,12,qingyu111
904,14712588,qjy1234567,"2025-11-19 05:29:24",0.12468,1,qjy1234567
905,14777562,"CHEN CHIEN-TING","2025-12-24 13:59:48",0.12469,10,chenchienting
906,14854639,forres.zhaoc,"2025-12-22 05:40:55",0.12469,6,forreszhaoc
907,15064699,Viktor6374,"2026-01-10 13:39:52",0.12469,1,viktor6374
908,14977316,USC20252010210785,"2025-12-16 10:06:42",0.12470,1,lizhuorui
909,15024896,范赫fanhe22,"2025-12-26 08:12:11",0.12470,6,fanhe22
910,14881043,xuanzxl,"2025-12-14 08:01:06",0.12472,7,xuanzxl
911,15088045,"Shun Takamiya","2026-01-13 03:00:39",0.12473,3,soonengineering
912,14780605,Osakaaa,"2025-11-19 14:57:09",0.12475,5,osakaaa
913,15085529,CUIAIXIN,"2026-01-12 21:11:31",0.12475,1,cuiaixin
914,10141099,demingWu,"2025-12-07 10:06:14",0.12477,1,demingwu
915,14788698,Jyikove,"2025-11-20 12:58:39",0.12477,16,jyikove
916,14362266,JialiChen,"2025-12-04 01:14:02",0.12477,3,jialffff
917,14741730,"AKSHAY KUMAR 231030213","2025-11-16 14:47:59",0.12478,1,akshaykumar231030213
918,15047798,Kasheena,"2026-01-13 14:04:48",0.12480,1,kasheena
919,14819773,fly_shuai,"2025-11-23 14:29:44",0.12481,10,flyshuai
920,14854198,kangyuh,"2025-11-28 08:42:54",0.12482,2,kangyuh
921,14794339,LiangJunwei202421315086,"2025-11-22 01:25:51",0.12482,2,liangjunwei2024
922,14763470,高橋慶悟,"2025-12-14 14:22:48",0.12483,82,keig0kaggle
923,14914233,"Manazael Jora","2025-12-28 00:56:58",0.12483,7,manazaeljora
924,14824529,"the light in spring","2025-11-29 08:50:36",0.12485,1,thelightinspring
925,14820269,AntaresOnline,"2025-11-23 13:06:42",0.12485,10,antaresonline
926,14414154,k_p_l,"2025-11-23 22:19:45",0.12486,1,kpllpk
927,14854813,"Ali Akil","2025-12-01 14:29:10",0.12486,17,aliakil88
928,14997911,"Anamitra Sarkar","2025-12-19 14:35:26",0.12488,1,anamitrasarkar007
929,14893692,"Juli Agus","2025-12-06 10:36:30",0.12488,3,juliagus
930,14971564,USC20252010210767,"2025-12-15 11:38:22",0.12488,2,usc20252010210767
931,14911071,"Soichi Goto","2025-12-06 09:58:04",0.12489,2,soichigoto
932,14845793,yangxiulin,"2025-11-27 01:04:26",0.12489,1,yangxiulin
933,15087261,"Maxim Zi","2026-01-13 05:53:46",0.12489,4,maximzi
934,11843336,"meskato norvil","2025-12-29 22:43:13",0.12490,1,meskatonorvil
935,14668978,OSU-25-29478,"2025-11-17 21:12:34",0.12490,8,kellenrsullivan
936,14396134,USFted22,"2025-11-26 05:13:29",0.12491,41,"akinolaakinyode,usfted22"
937,13835977,"Ivan Bondarenko #2","2025-11-25 13:06:27",0.12494,2,vanya089
938,14863563,Gechen2343598,"2025-12-24 05:18:02",0.12494,3,gechen2343598
939,14706360,JackML1236,"2025-11-21 06:10:57",0.12494,10,"jackml1236,kovey927,pjfrank03"
940,15009045,"Mücahit Aydemir","2025-12-22 12:03:39",0.12495,7,mucahitaydemir
941,14627658,S.kaggle.2025,"2025-12-09 02:08:44",0.12496,3,skaggle2025
942,14893541,"P. GOWTHAM","2025-12-04 15:03:56",0.12496,1,gowthampugalenthi06
943,14948364,"shilesh naole","2025-12-24 17:49:49",0.12496,5,shileshnaole
944,14978060,Serkan52004,"2025-12-16 12:59:14",0.12499,3,serkan52004
945,14788510,"Roper Jojo","2025-11-20 08:32:29",0.12499,8,roperjojo
946,14843403,BelovaEkatyrina,"2025-11-26 15:43:09",0.12500,1,belovaekatyrina
947,14859393,Josem.gp,"2025-12-14 04:10:39",0.12500,10,josemgp
948,15091664,pedro98989898,"2026-01-14 04:14:20",0.12502,1,pedro98989898
949,14063607,"Stanislav Tsurkan","2025-12-06 16:25:12",0.12502,1,stanislavtsurkan
950,15028139,nasuo_71,"2025-12-27 07:59:19",0.12503,4,nasuo71
951,14850686,"amio hossain","2026-01-10 18:47:09",0.12505,9,amiohossain
952,15025524,"ATHARV GANGWAR","2025-12-26 11:41:46",0.12508,2,atharvgangwar
953,14897720,"Đinh Gia Thịnh","2025-12-09 03:40:57",0.12508,14,inhgiathnh
954,14810150,"kadir coban","2025-11-25 18:34:43",0.12508,1,kadircoban
955,14833285,"Ярослав Блинов","2025-12-01 18:26:49",0.12511,5,holyheh
956,15003862,"vc2lj bigdata","2026-01-13 16:13:52",0.12511,76,vc2ljbigdata
957,14822971,"Marcela Ghoghawala","2025-11-24 01:41:23",0.12512,1,marcelaghoghawala
958,15060222,Gangsud5,"2026-01-14 08:16:43",0.12512,10,gangsud5
959,14987462,"Nikita Gerasimov #3","2025-12-17 20:42:39",0.12512,3,nikgerasimovs
960,15038306,saijo123,"2026-01-06 07:38:45",0.12512,8,saijo123
961,14737218,Steelertough,"2025-11-20 16:53:17",0.12512,19,steelertough
962,14829035,TAidar,"2025-11-25 02:24:38",0.12516,5,taidar
963,15041539,PnuuKr,"2026-01-10 08:29:44",0.12516,24,pnuukr
964,14961693,"Robert G Hennessy","2025-12-27 04:19:34",0.12517,10,robertghennessy
965,14754529,"Mason Ethington","2025-11-16 11:28:34",0.12518,2,masonethington
966,14978430,"Tristan Owen #2","2025-12-19 13:11:03",0.12519,5,tristanowen
967,12734273,"Naoki Oketani","2026-01-03 08:43:59",0.12520,6,ngoktanio
968,14931718,"Michal Lange","2025-12-21 18:43:48",0.12521,1,michallange
969,14924421,"Kota Fuchiwaki","2026-01-14 07:01:25",0.12522,71,kotafuchiwaki
970,14843395,"Крысин Никита Александрович","2025-11-26 15:04:50",0.12522,1,nikitasnow2002
971,14845543,P173721,"2025-11-29 00:06:35",0.12523,13,p173721
972,14113714,"Yashpalsinh Thakor","2025-12-18 13:32:08",0.12523,5,yashpalthakor
973,15086517,"Yuto Kiyozaki","2026-01-12 16:12:09",0.12524,1,yutokiyozaki
974,14900755,xiao_pking,"2025-12-14 08:31:06",0.12525,8,xiaopking
975,14975542,touzii,"2025-12-23 03:45:09",0.12525,6,touzii
976,15033942,"SASAZAKI Kazuya","2026-01-14 08:40:09",0.12526,30,sszkkzy
977,15052462,shinanoimo,"2026-01-09 00:31:42",0.12526,29,shinanoimo
978,14467744,"Andrew Zhang #3","2025-12-03 22:19:53",0.12527,1,andrewzhang126
979,14923387,Martin_1153,"2025-12-08 00:30:42",0.12528,6,martin1153
980,14714106,wasd5963,"2026-01-12 13:09:40",0.12528,2,wasd5963
981,14372916,"Rajeev Mishra","2025-11-23 06:46:02",0.12528,1,rajeevmishraa
